Municipio_ID,Municipio_Nome,UTP_Origem,UTP_Destino,Motivo,Pontuacao_Scores,E_Sede_Original,Timestamp
2914802,Itabuna,126,126,0/2: Target has Airport,0/2,True,2026-01-26T14:47:01.929190
2929255,São Gabriel,538,538,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:01.947153
2933208,Vera Cruz,291,291,0/2: Target has Airport,0/2,True,2026-01-26T14:47:01.954801
3108552,Brasilândia de Minas,558,558,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:02.025969
3146305,Padre Paraíso,335,335,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.047736
4301305,Arroio Grande,251,251,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.143662
3150570,Pintópolis,197,197,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:02.186609
3302106,Itaocara,300,300,0/0: REGIC Priority (Centro Sub-Regional B > Centro de Zona B),0/0,True,2026-01-26T14:47:02.289392
3503802,Artur Nogueira,NOVA15,NOVA15,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.300988
3534302,Orlândia,281,281,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.309156
3539202,Pirapozinho,274,274,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.348870
4212908,Pinhalzinho,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.388576
4302709,Butiá,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.401648
4304705,Carazinho,240,240,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.473330
4305454,Cidreira,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.480996
4310603,Itaqui,156,156,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.556335
4312401,Montenegro,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.579381
4312708,Nonoai,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.593536
4315057,Porto Mauá,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:02.602595
4315073,Porto Vera Cruz,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:02.615412
4315107,Porto Xavier,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:02.627049
4319604,São Sepé,497,497,0/2: Target has Airport,0/2,True,2026-01-26T14:47:02.783752
5005400,Maracaju,148,148,0/2: Target has Airport,0/2,True,2026-01-26T14:47:03.466794
5005681,Mundo Novo,624,624,0/1: Target has Airport,0/1,True,2026-01-26T14:47:03.478521
5103007,Chapada dos Guimarães,98,98,0/2: Target has Airport,0/2,True,2026-01-26T14:47:03.636343
5200803,Alvorada do Norte,654,654,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:03.801310
5205471,Chapadão do Céu,466,466,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:04.075155
5210109,Ipameri,642,642,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:04.512496
5213087,Minaçu,648,648,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:04.671963
5219308,Santa Helena de Goiás,287,287,0/2: Target has Airport,0/2,True,2026-01-26T14:47:04.731956
4317202,Santa Rosa,299,299,0/2: Target has Airport,0/2,True,2026-01-26T14:47:04.745451
1100189,Pimenta Bueno,759,759,0/1: Target has Airport,0/1,True,2026-01-26T14:47:23.600897
1502707,Conceição do Araguaia,662,662,0/0: REGIC Priority (Centro Sub-Regional A > Centro de Zona A),0/0,True,2026-01-26T14:47:23.617762
1600709,Tartarugalzinho,202,202,0/2: Target has Airport,0/2,True,2026-01-26T14:47:23.663224
1720903,Taguatinga,38,38,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:47:24.068777
2100055,Açailândia,128,128,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.427114
2103000,Caxias,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.489489
2112506,Tutóia,407,407,0/1: Target has Airport,0/1,True,2026-01-26T14:47:24.551301
2200251,Alagoinha do Piauí,255,255,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:24.557108
2202208,Campo Maior,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.580527
2206209,Miguel Alves,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.588891
2210508,São Pedro do Piauí,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.594384
2303501,Cascavel,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.611514
2311603,Redenção,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.620892
2312205,Santa Quitéria,325,325,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.716865
2500403,Alagoa Nova,65,65,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.737320
2506905,Itabaiana,185,185,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.755864
2600203,Afrânio,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.780783
2603009,Cabrobó,675,675,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:47:24.809560
2612604,Santa Maria da Boa Vista,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.825440
2709301,União dos Palmares,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.865813
2709400,Viçosa,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:47:24.879657
2901304,Andaraí,623,623,0/1: Target has Airport,0/1,True,2026-01-26T14:47:24.911345
2905008,Caculé,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:47:24.927132
2905206,Caetité,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:47:24.971963
2908101,Cocos,591,591,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:25.105923
2910404,Encruzilhada,362,362,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.134528
2914802,Itabuna,126,126,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.164204
2929255,São Gabriel,538,538,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:25.182647
2933208,Vera Cruz,291,291,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.190848
3108552,Brasilândia de Minas,558,558,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:25.267692
3146305,Padre Paraíso,335,335,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.291612
4301305,Arroio Grande,251,251,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.396068
3150570,Pintópolis,197,197,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:25.437881
3302106,Itaocara,300,300,0/0: REGIC Priority (Centro Sub-Regional B > Centro de Zona B),0/0,True,2026-01-26T14:47:25.543699
3503802,Artur Nogueira,NOVA15,NOVA15,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.555268
3534302,Orlândia,281,281,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.564217
3539202,Pirapozinho,274,274,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.606371
4212908,Pinhalzinho,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.627870
4302709,Butiá,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.637786
4304705,Carazinho,240,240,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.702841
4305454,Cidreira,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.710142
4310603,Itaqui,156,156,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.779266
4312401,Montenegro,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.802583
4312708,Nonoai,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:25.817425
4315057,Porto Mauá,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:25.827111
4315073,Porto Vera Cruz,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:25.840609
4315107,Porto Xavier,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:25.852624
4319604,São Sepé,497,497,0/2: Target has Airport,0/2,True,2026-01-26T14:47:26.024193
5005400,Maracaju,148,148,0/2: Target has Airport,0/2,True,2026-01-26T14:47:26.713485
5005681,Mundo Novo,624,624,0/1: Target has Airport,0/1,True,2026-01-26T14:47:26.725882
5103007,Chapada dos Guimarães,98,98,0/2: Target has Airport,0/2,True,2026-01-26T14:47:26.895535
5200803,Alvorada do Norte,654,654,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:27.063243
5205471,Chapadão do Céu,466,466,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:27.360549
5210109,Ipameri,642,642,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:27.781353
5213087,Minaçu,648,648,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:27.939752
5219308,Santa Helena de Goiás,287,287,0/2: Target has Airport,0/2,True,2026-01-26T14:47:27.999598
4317202,Santa Rosa,299,299,0/2: Target has Airport,0/2,True,2026-01-26T14:47:28.012795
1100189,Pimenta Bueno,759,759,0/1: Target has Airport,0/1,True,2026-01-26T14:47:46.846854
1502707,Conceição do Araguaia,662,662,0/0: REGIC Priority (Centro Sub-Regional A > Centro de Zona A),0/0,True,2026-01-26T14:47:46.863961
1600709,Tartarugalzinho,202,202,0/2: Target has Airport,0/2,True,2026-01-26T14:47:46.909767
1720903,Taguatinga,38,38,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:47:47.297183
2100055,Açailândia,128,128,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.601098
2103000,Caxias,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.661304
2112506,Tutóia,407,407,0/1: Target has Airport,0/1,True,2026-01-26T14:47:47.721349
2200251,Alagoinha do Piauí,255,255,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:47.727794
2202208,Campo Maior,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.750923
2206209,Miguel Alves,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.760029
2210508,São Pedro do Piauí,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.766477
2303501,Cascavel,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.785321
2311603,Redenção,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.795370
2312205,Santa Quitéria,325,325,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.882883
2500403,Alagoa Nova,65,65,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.907100
2506905,Itabaiana,185,185,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.925647
2600203,Afrânio,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.950593
2603009,Cabrobó,675,675,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:47:47.980594
2612604,Santa Maria da Boa Vista,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:47:47.997131
2709301,União dos Palmares,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.040195
2709400,Viçosa,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.055538
2901304,Andaraí,623,623,0/1: Target has Airport,0/1,True,2026-01-26T14:47:48.086734
2905008,Caculé,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:47:48.102806
2905206,Caetité,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:47:48.148959
2908101,Cocos,591,591,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:48.283407
2910404,Encruzilhada,362,362,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.311289
2914802,Itabuna,126,126,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.340522
2929255,São Gabriel,538,538,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:48.359448
2933208,Vera Cruz,291,291,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.368545
3108552,Brasilândia de Minas,558,558,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:48.440247
3146305,Padre Paraíso,335,335,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.464616
4301305,Arroio Grande,251,251,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.567122
3150570,Pintópolis,197,197,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:48.606020
3302106,Itaocara,300,300,0/0: REGIC Priority (Centro Sub-Regional B > Centro de Zona B),0/0,True,2026-01-26T14:47:48.713067
3503802,Artur Nogueira,NOVA15,NOVA15,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.726247
3534302,Orlândia,281,281,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.735301
3539202,Pirapozinho,274,274,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.774937
4212908,Pinhalzinho,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.797193
4302709,Butiá,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.807629
4304705,Carazinho,240,240,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.871188
4305454,Cidreira,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.879260
4310603,Itaqui,156,156,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.949867
4312401,Montenegro,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.973724
4312708,Nonoai,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:47:48.988698
4315057,Porto Mauá,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:48.998589
4315073,Porto Vera Cruz,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:49.012435
4315107,Porto Xavier,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:47:49.024812
4319604,São Sepé,497,497,0/2: Target has Airport,0/2,True,2026-01-26T14:47:49.180329
5005400,Maracaju,148,148,0/2: Target has Airport,0/2,True,2026-01-26T14:47:49.859758
5005681,Mundo Novo,624,624,0/1: Target has Airport,0/1,True,2026-01-26T14:47:49.874705
5103007,Chapada dos Guimarães,98,98,0/2: Target has Airport,0/2,True,2026-01-26T14:47:50.035198
5200803,Alvorada do Norte,654,654,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:50.199621
5205471,Chapadão do Céu,466,466,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:47:50.463630
5210109,Ipameri,642,642,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:47:50.878341
5213087,Minaçu,648,648,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:47:51.026262
5219308,Santa Helena de Goiás,287,287,0/2: Target has Airport,0/2,True,2026-01-26T14:47:51.093118
4317202,Santa Rosa,299,299,0/2: Target has Airport,0/2,True,2026-01-26T14:47:51.109212
1100189,Pimenta Bueno,759,759,0/1: Target has Airport,0/1,True,2026-01-26T14:48:09.811927
1502707,Conceição do Araguaia,662,662,0/0: REGIC Priority (Centro Sub-Regional A > Centro de Zona A),0/0,True,2026-01-26T14:48:09.829841
1600709,Tartarugalzinho,202,202,0/2: Target has Airport,0/2,True,2026-01-26T14:48:09.877594
1720903,Taguatinga,38,38,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:48:10.260824
2100055,Açailândia,128,128,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.565421
2103000,Caxias,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.631863
2112506,Tutóia,407,407,0/1: Target has Airport,0/1,True,2026-01-26T14:48:10.699870
2200251,Alagoinha do Piauí,255,255,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:48:10.707353
2202208,Campo Maior,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.730524
2206209,Miguel Alves,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.740014
2210508,São Pedro do Piauí,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.746984
2303501,Cascavel,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.765705
2311603,Redenção,111,111,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.775720
2312205,Santa Quitéria,325,325,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.866088
2500403,Alagoa Nova,65,65,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.887744
2506905,Itabaiana,185,185,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.905157
2600203,Afrânio,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.931693
2603009,Cabrobó,675,675,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:48:10.959899
2612604,Santa Maria da Boa Vista,253,253,0/2: Target has Airport,0/2,True,2026-01-26T14:48:10.976713
2709301,União dos Palmares,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.015729
2709400,Viçosa,203,203,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.030253
2901304,Andaraí,623,623,0/1: Target has Airport,0/1,True,2026-01-26T14:48:11.062403
2905008,Caculé,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:48:11.078812
2905206,Caetité,520,520,0/1: Target has Airport,0/1,True,2026-01-26T14:48:11.126082
2908101,Cocos,591,591,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:48:11.263147
2910404,Encruzilhada,362,362,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.290156
2914802,Itabuna,126,126,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.319669
2929255,São Gabriel,538,538,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:48:11.339734
2933208,Vera Cruz,291,291,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.349228
3108552,Brasilândia de Minas,558,558,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:48:11.422694
3146305,Padre Paraíso,335,335,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.446198
4301305,Arroio Grande,251,251,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.545343
3150570,Pintópolis,197,197,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:48:11.586439
3302106,Itaocara,300,300,0/0: REGIC Priority (Centro Sub-Regional B > Centro de Zona B),0/0,True,2026-01-26T14:48:11.689761
3503802,Artur Nogueira,NOVA15,NOVA15,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.703282
3534302,Orlândia,281,281,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.712938
3539202,Pirapozinho,274,274,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.753433
4212908,Pinhalzinho,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.775388
4302709,Butiá,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.786690
4304705,Carazinho,240,240,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.853303
4305454,Cidreira,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.861833
4310603,Itaqui,156,156,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.935385
4312401,Montenegro,267,267,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.959206
4312708,Nonoai,88,88,0/2: Target has Airport,0/2,True,2026-01-26T14:48:11.974952
4315057,Porto Mauá,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:48:11.985116
4315073,Porto Vera Cruz,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:48:11.999565
4315107,Porto Xavier,299,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:48:12.012424
4319604,São Sepé,497,497,0/2: Target has Airport,0/2,True,2026-01-26T14:48:12.164757
5005400,Maracaju,148,148,0/2: Target has Airport,0/2,True,2026-01-26T14:48:12.855537
5005681,Mundo Novo,624,624,0/1: Target has Airport,0/1,True,2026-01-26T14:48:12.868978
5103007,Chapada dos Guimarães,98,98,0/2: Target has Airport,0/2,True,2026-01-26T14:48:13.025801
5200803,Alvorada do Norte,654,654,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:48:13.186727
5205471,Chapadão do Céu,466,466,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:48:13.466520
5210109,Ipameri,642,642,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:48:13.949685
5213087,Minaçu,648,648,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:48:14.117927
5219308,Santa Helena de Goiás,287,287,0/2: Target has Airport,0/2,True,2026-01-26T14:48:14.185366
4317202,Santa Rosa,299,299,0/2: Target has Airport,0/2,True,2026-01-26T14:48:14.201071
